s_no,district,station_name,address,latitude,longitude
1,Ahmedabad City,Airport,"Airport Terminal 2, Sardarnagar",23.07709,72.62411
2,Ahmedabad City,Amraiwadi,"Amraiwadi gam near jognimata temple, Ahemedabad",23.006784,72.624875
3,Ahmedabad City,Anandnagar,"Near stachu of jhashi ki rani shivranjani char rasta nehrunagar, Ahemedabad",23.023643,72.533132
4,Ahmedabad City,Bapunagar,"Opp Siddhivinayak ganesh temple ,bapunagar ,Ahemedabad",23.032368,72.631265
5,Ahmedabad City,Bodakdev,,23.0371,72.5163
6,Ahmedabad City,Chandkheda,"Bun.1813,1814, IOC ROAD CHANDKHEDA AHMEDABAD",23.114827,72.580982
7,Ahmedabad City,Danilimda,"Near danilimada char rasta danilimada, Ahemedabad",22.997681,72.579784
8,Ahmedabad City,Dariapur,"Near pashupalan hospital prem darwaja,dariyapur, Ahemedabad",23.034894,72.59608
9,Ahmedabad City,Ellisbridge,"Opp townholl.ellisbrige, Ahemedabad",23.022748,72.571615
10,Ahmedabad City,Gaikwad Haveli,"Near Ga.haveli po.line jamalpur, Ahemedabad",23.0162,72.579745
11,Ahmedabad City,Ghatlodia,"Aakash Ganga Flats, Sola Road, Ghatlodia, Ahemedabad",23.057609,72.543398
12,Ahmedabad City,Gomtipur,"Opp Patel Mill, gomatipur, Ahemedabad",23.020979,72.612347
13,Ahmedabad City,Gujarat University,"Director house-2 guj. uni campus, Ahemedabad",23.035199,72.539732
14,Ahmedabad City,Isanpur,"Opp,Kharikat Canal, Gohodasar, Isanpura, Ahmedabad",22.993028,72.596394
15,Ahmedabad City,Kagadapith,"Opp new cloth market gate-3,raipur,Ahemedabad",23.018172,72.598078
16,Ahmedabad City,Kalupur,"Nr, GULABBAI HOSPITAL, NR. KALUPUR TOWER, RELIEF ROAD,AHMEDABAD PIN
CODE :- 3 8 0 0 0 1",23.028196,72.593864
17,Ahmedabad City,Karanj,"Karanj bhavan bhadra laldarwaja, Ahemedabad",23.024495,72.582065
18,Ahmedabad City,Khadia,"Near Raipur darawaja ,Raipur,Ahemedabad",23.01728,72.594299
19,Ahmedabad City,Khokhara,"Opp. Babavaad na Chapra, Near Lalbhai Center, Bhaipura Road, khokhra,
Ahmedabad city - 380008",22.994263,72.620871
20,Ahmedabad City,Krishnanagar,"Old naroda police station,Ahemedabad",23.074538,72.654785
21,Ahmedabad City,Madhavpura,"Near ramdevpir temple mehdikuwa, Ahemedabad",23.042969,72.582208
22,Ahmedabad City,Mahila West,"Swayambhu Shivani Rd Panjara Pol, Ambawadi Ahmedabad, Gujarat 380015",23.029157,72.541364
23,Ahmedabad City,Mahila East,Near Shahibaug Police Station,23.054855,72.594845
24,Ahmedabad City,Maninagar,"Rambag, Maninagar",22.998686,72.602183
25,Ahmedabad City,Meghaninagar,"Blok no-141 near meghaninagar bas stand,Ahemedabad",23.057766,72.617678
26,Ahmedabad City,Naranpura,"Near Nirnaynagar Over Bridge, 132 Feet Ring Road, Vijaynagar, Naranpura,
Ahmedabad, Gujarat 380031",23.063415,72.566202
27,Ahmedabad City,Naroda,"Near Amts bas stand naroda,Ahemedabad",23.078327,72.656366
28,Ahmedabad City,Navrangpura,"Near navarangpura relway crossing navarangpura, Ahemedabad",23.034954,72.567247
29,Ahmedabad City,Nikol,Vrundavan farm nikol Ahemedabad,23.044163,72.677122
30,Ahmedabad City,Odhav,"Sardar Patel Ring Road, Odhav, Ahmedabad",23.026285,72.67386
31,Ahmedabad City,Paldi,"Near anjali char rasta gu.gram hat bhavan, paldi,Ahemedabad",23.005157,72.552633
32,Ahmedabad City,Rakhial,"Opp monogram mill rakhiyal char rasta, Ahemedabad",23.021605,72.622932
33,Ahmedabad City,Ramol,"Mahadev esatate opp khanvadi ramol, Ahemedabad",22.989346,72.642314
34,Ahmedabad City,Ranip,"Opp. Bakra Mandi, Maganpura, Ranip, Ahmedabad",23.080446,72.577928
35,Ahmedabad City,Sabarmati,"Near old toltax ramnagar, sabar mati, Ahemedabad",23.085374,72.591766
36,Ahmedabad City,Sardarnagar,Abavadi circle saradarnagar Ahemedabad,23.084298,72.637306
37,Ahmedabad City,Satellite,"Near ramdevnagar char rasta satellite, Ahemedabad",23.027524,72.511017
38,Ahmedabad City,Shahibag,"Near satirani temple shahibag, Ahemedabad",23.054993,72.593131
39,Ahmedabad City,Shahpur,"Shapur bahai centre shahpur,Ahemedabad",23.035118,72.579419
40,Ahmedabad City,Sherkotada,"End of kalupurbrige itavada circle saraspur, Ahemedabad",23.031431,72.602782
41,Ahmedabad City,Sola High Court,"Opp guj.high court s.g highway ,Ahemedabad",23.08743,72.529597
42,Ahmedabad City,Vadaj,"Near Manglam Sadi Center,Ahead of Mojni Sadan Bulding, New Wadaj,
Ahmedabad",23.063425,72.566201
43,Ahmedabad City,Vastrapur,"Opp sola hospital vastrapur, Ahemedabad",23.049225,72.523463
44,Ahmedabad City,Vatva,"Near golden cinema,vatva, Ahemedabad",22.961094,72.617764
45,Ahmedabad City,Vatva GIDC,"Opp Bombay conductor gidc vatva, Ahemedabad",22.971389,72.627637
46,Ahmedabad City,Vejalpur,"Near a.p.m.c market vasna Tolnaka, Ahemedabad",22.996842,72.537017
47,Ahmedabad City,Sarkhej,"Dhodka Circle, Babla Road, Srakhej, Ahmedabad",22.987249,72.502865
48,Ahmedabad City,abarmati Riverfront Ea,"Subhasbridge Corner, River Front park Get No-3, Shop No-3, A’bad",23.054264,72.57998
49,Ahmedabad City a,barmati Riverfront We,"Near nid brige, paldi, Ahemedabad",23.011596,72.571502
50,Ahmedabad City,A-Traffic,"Opp.Sola Bhagwat, Inf.Vadna Hotel, Super Marbal Gali, S.G.Higway, Sola,
Ahmedabad-380060",23.087411,72.5296
51,Ahmedabad City,B-Traffic,"Mithakali Six road, Trafffic Branch",23.031595,72.56378
52,Ahmedabad City,C-Traffic,"Roopali chowki, Laldarwaja",23.027306,72.57983
53,Ahmedabad City,D-Traffic,Old Gomtipur Police Station Buidlibng,23.02095,72.61235
54,Ahmedabad City,E-Traffic,New Gayakwad Haveli Police Station,23.016204,72.579743
55,Ahmedabad City,F-Traffic,"Old Shahibaugh Police Station Shahibaugh, ahmedabasd",23.055086,72.593147
56,Ahmedabad City,G-Traffic,"Old Sharadarnagar Police Station, Hansol, Ahmedabad city",23.081476,72.632683
57,Ahmedabad City,H-Traffic,"Near Ajit Mill circle, Ajit mill chowki, ahmedabad city",23.01996,72.632897
58,Ahmedabad City,I-Traffic,"Opp. Ramol Police Station, Near Ghodasar Canal, Ramol, Ahmedabad.",22.989303,72.640766
59,Ahmedabad City,J-Traffic,Isanpur Police Station Amhedabad City,22.989303,72.640766
60,Ahmedabad City,K-Traffic,"Danilimada Police Station, Ahmedabad City",22.997665,72.579782
61,Ahmedabad City,L-Traffic,"Old Ranip Police Station, Shubhasbridge",23.066467,72.582415
62,Ahmedabad City,M-Traffic,"Old LCB Office, Sarkhej, Ahmedabad",22.987191,72.50297
63,Ahmedabad City,N-Traffic,"Satellite Police Station, Ahmedabad City",23.027531,72.511014
64,Ahmedabad City,Narol,"Narol Old Court, Narol Aslali Road, Ahmedabad City",22.960061,72.591042
65,Ahmedabad City,Vasna,"Vasna Police Station, Near G B Shah College, Vasna Gam, Ahmedabad",22.999224,72.545659
66,Ahmedabad City,DCB,"Near Gaykwad Haveli Police, Jamalpur, Ahmedabad City",23.0162,72.579741
67,Ahmedabad Rural,Aslali,"Office Of The Police Inspector, Aslali, Ta- Dascroi, Dist-Ahmedabad (New
Address)",22.920428,72.594267
68,Ahmedabad Rural,Bagodara,"Office Of The Police Sub Inspector, Bagodra Nr. Dhandhuka Three Cross Road,
Ta- Bavla, Dist-Ahmedabad",22.639236,72.196058
69,Ahmedabad Rural,Bavla,"Office Of The Police Sub Inspector, Bavla Bavla-Dholka Road, Nr. Railway
Crossing, Ta- Bavla, Dist-Ahmedabad",22.827816,72.368722
70,Ahmedabad Rural,Bopal,"Office Of the Police Inspector, Bopal Police Station. Plot No.389, Gala Gymkhana
Road, Opp:-Sharnam County Bunglows, South Bopal, Ahmedabad.",23.024587,72.470379
71,Ahmedabad Rural,Changodar,"Office Of the Police Inspector, Changodar Police Station. Nr.Ramdev Masala
Factory, Bavla-Bagodara Road, Changodar. Ahmedabad",22.930121,72.448175
72,Ahmedabad Rural,Detroj,"Office Of The Police Sub Inspector Detroj, Nr. Mamlatadar Office, Ta-Detroj,
Dist-Ahmedabad",23.332903,72.18516
73,Ahmedabad Rural,Dhandhuka,"Office Of The Police Inspector, Dhandhuka , Opp:- Shyamghat Primary School,
Ambapura, Dhandhuka Di.Ahmedabad",22.383003,71.98218
74,Ahmedabad Rural,Dholera,"Office Of The Police Sub Inspector, Dholera, Bhavnagar Highway
Road,Opp.Chandni Hotel, Ta- Dhandhuka, Dist-Ahmedabad (New Address)",22.249789,72.189502
75,Ahmedabad Rural,Dholka,"Office Of The Police Inspector Dholka, Compound Of Mamlatadar Office & Sub
Divisional Office, Ta- Dholka, Dist-Ahmedabad",22.735305,72.436589
76,Ahmedabad Rural,Kanbha,"Office Of The Police Sub Inspector, Kanbha, Ta- Dascroi, Dist-Ahmedabad",23.014699,72.715161
77,Ahmedabad Rural,Koth,"Office Of The Police Sub Inspector Koth, Nr. Koth Bus Stop. Nr. D.J.Vaghela High
School, Post Office Near, Ta- Dholka, Dist-Ahmedabad",22.638612,72.302465
78,Ahmedabad Rural,Mahila,"Office Of the Police Inspector, Mahila Police Station. Plot No.389, Gala
Gymkhana Road, Opp:-Sharnam County Bunglows, South Bopal, Ahmedabad.",23.024587,72.470379
79,Ahmedabad Rural,Mandal,"Office Of The Police Sub Inspector Mandal, At-Mandal, Dist-Ahmedabad",23.285996,71.91792
80,Ahmedabad Rural,Sanand,"Office Of The Police Inspector, Sanand Ahmedabad-Viramgam Highway Road,
Nr. Mamlatdar Office, Ta- Sanand, Dist-Ahmedabad",22.987924,72.386184
81,Ahmedabad Rural,Sanand GIDC,"Office Of The Police Sub Inspector, Sanand GIDC , Nr. Khoda Gam Patiya Ta:-
Sanand Dist:- Ahmedabad.",23.031335,72.294655
82,Ahmedabad Rural,Viramgam Rural,"Office Of The Police Sub Inspector Viramgam Rural, Nr.Reliance petrol Pump,
Hashalpur Cross Road, Ta- Viramgam , Dist-Ahmedabad (New Address)",23.098078,72.069367
83,Ahmedabad Rural,Viramgam Town,"Office Of The Police Inspector, Viramgam Town Compaund Of Mamlatadar
Office, Nr. Tower, Ta-Viramgam, Dist-Ahmedabad",23.122165,72.048922
84,Ahmedabad Rural,Vitthalapur,"Office Of The Police Sub Inspector Vitthalapur, Nr. Mahadev Temple, Ta-
Mandal, Dist-Ahmedabad",23.36581,72.053368
85,Ahmedabad Rural,Vivekanand Nagar,"Office Of The Police Inspector, Vivekanandnagar Police Station, Sector-1, Opp:-
Khodiyar mata Mandir, Hathijan, Vivekanandnagar Ta:- Daskroi Dist:-
Ahmedabad.",22.932292,72.663621
86,Ahmedabad Rural,Dholka Rural,"Office Of The Police Inspector Dholka Rural, Compound Of Mamlatadar Office
& Sub Divisional Office, Ta- Dholka, Dist-Ahmedabad",22.728131,72.441582
87,Amreli,Amreli City,"Amreli city police station, Rajmahel compound, Distt.Amreli",21.603177,71.222083
88,Amreli,Amreli Rural,"Amreli Rural police station, Near ST bus Stop,Distt.Amreli",21.604809,71.223862
89,Amreli,Babra,"Babara Police Station, Near Mamlatdar Office, Ta.Babara,Distt.Amreli",21.849674,71.305331
90,Amreli,Bagasara,"Bagasara Police Station Jetpur Road,Near Bhutnath Mandir Bagsara,Amreli",21.481471,70.950535
91,Amreli,Chalala,"Chalala Police Station,Near Bus Station,Amreli",21.409197,71.162863
92,Amreli,Damnagar,"Damnagar Police Station Savarkundla Gariyadhar Road,",21.692803,71.520309
93,Amreli,Dhari,"Dhari Police Station, Opp. Bus Stand Ta.Dhari,Distt.Amreli",21.326649,71.025257
94,Amreli,Jafarabad,"Jafarabad Police Station, Opp SBI Band Ta.Jafarabad,Distt.Amreli",20.867771,71.364635
95,Amreli,Jafarabad Marin,"Near Court Building, Jafarabad Police Station Dist.Amreli",20.869318,71.363078
96,Amreli,Khambha,"Khambha Police Station, Beside Mamaldar Office Ta.khambha,Distt.Amreli.",21.14118,71.253206
97,Amreli,Lathi,"Lathi Police Station, Ta.Lathi,Distt.Amreli.",21.728388,71.391583
98,Amreli,Liliya,"Liliya Police Station, Near Bus Station Ta.Liliya,Distt.Amreli",21.538252,71.36386
99,Amreli,Mahila,"Mahila Police Station,chital road amreli, Distt.Amreli",21.609724,71.217548
100,Amreli,Nageshri,"Nageshri Police Station, Ta.Jafarabad, Distt,Amreli",20.929078,71.345701
101,Amreli,Pipavav Marin,"Marin (Pipavav ) Police Station,Ta.Rajula, Distt,Amreli",20.923152,71.501319
102,Amreli,Rajula,"Rajula Police Station, Ta.Rajaula,Distt, Amereli",21.038188,71.442973
103,Amreli,Savarkundla Rural,"Savarkundala Rural Police Station,Ta.Savarkundala, Distt.Amreli",21.33722,71.313821
104,Amreli,Savarkundla Town,"Savarkundala Town Police Station,Ta.Savarkundala,Distt.Amreli",21.33722,71.313821
105,Amreli,Vadia,"Vadiya Police Station, Ta.Vadiya,Distt Amreli .",21.68946,72.81652
106,Amreli,Vanda,"Vanda Police Station, Ta.Savarkundala,Distt.Amreli",21.383901,71.471536
107,Amreli,Dungar,"Dungar Police Station, Near Wotertank Dungar, Ta.Rajula, Distt.Amreli",21.06771,71.566894
108,Anand,Anand Rural,"Anand Rural PSTN, Near Railway Godi, Opp. Emri Hospital, Station Road, Anand.",22.558222,72.967818
109,Anand,Anand Town,"Anand Town PSTN, Near Railway Godi, Opp. Emri Hospital, Station Road, Anand.",22.557424,72.968397
110,Anand,Anklav,"Anklav PSTN, Anklav Asodar Road, Dist. Anand",22.383283,72.996774
111,Anand,Bhadran,"Bhadran PSTN, Near Bharan Bus Stand., Dist. Anand",22.359939,72.903831
112,Anand,Borsad City,"Borsad PSTN,Near JD Patel High School, Borsad Police Line, Ta. Borsad, Dist.
Anand",22.407689,72.903062
113,Anand,Borsad Rural,"Borsad PSTN,Near JD Patel High School, Borsad Police Line, Ta. Borsad, Dist.
Anand",22.40752,72.903281
114,Anand,Khambhat City,"Khambhat City PSTN, Court Compound, Near Mamlatdar Office., Tal. Khambhat,
Dist. Anand",22.311744,72.617776
115,Anand,Khambhat Rural,"Khambhat Rural PSTN, Court Compound, Near Mamlatdar Office., Tal.
Khambhat, Dist. Anand",22.327973,72.632855
116,Anand,Khambholaj,"Khambholaj PSTN, Near Milk Dairy, Ta. & Dist. Anand",22.57264,73.084453
117,Anand,Mahelav,"Mahelav PSTN, Opp. Bus Stop, Near BSNL Tower, mahelav., Ta. Petlad, Dist.
Anand",22.476,72.799
118,Anand,Mahila,"Anand Mahila PSTN, Near Railway Godi, Opp. Emri Hospital, Station Road, Ta.
Petlad, Dist. Anand.",22.558222,72.967818
119,Anand,Petlad Rural,"Petlad Rural PSTN, Petlad Court Compound, Ta. Petlad, Dist. Anand",22.480265,72.802268
120,Anand,Petlad Town,"Petlad Town PSTN, Petlad Court Compound, Ta. Petlad, Dist. Anand",22.48126,72.802211
121,Anand,Sojitra,"Sojitra PSTN, Court Compound, Near Mamlatdar Office, Ta. Sojitra. Dist. Anand",22.543406,72.720247
122,Anand,Tarapur,"Tarapur PSTN, Opp. Milk Dairy, Tarpur, Ta. Tarapur. Dist. Anand",22.485803,72.662484
123,Anand,Umreth,"Umreth PSTN, Umreth Court Compound, Ta. Umreth. Dist. Anand",22.705564,73.116855
124,Anand,Vasad,"Vasad PSTN, Near Vasad Bus Stand, Ta. Anand, Dist. Anand.",22.452187,73.063323
125,Anand,Vidyanagar,"Vidyanagar PSTN, Near Manish Corner, Vidyanagar. Ta. & Dist. Anand",22.549667,72.931964
126,Anand,Virsad,"Virsad PSTN, Near Bus Statnd, Virsad, Ta. Borsad, Dist. Anand",22.386478,72.778061
127,Anand,Bhalej,"Bhalej PSTN Near Bus Stand, Ta. & Dist. Anand",22.634026,73.028771
128,Arvalli,Ambaliara,"AMBALIYARA POLICE STATION, TA-BAYAD, Distrcit-ARVALLI",23.216594,73.036839
129,Arvalli,Bayad,"BAYAD POLICE STATION, BAYAD Distrcit-ARVALLI",23.21979,73.214347
130,Arvalli,Bhiloda,Opp.GEB subsation Collage road Dist. Arvalli,23.769695,73.240579
131,Arvalli,Dhansura,"DHANSURA POLICE STATION , DHANSURA Distrcit-ARVALLI",23.355648,73.212786
132,Arvalli,Isari,"ISARI POLICE STATION, Ta-Meghraj District-ARVALLI",23.645794,73.457756
133,Arvalli,Malpur,Modasa Lunava Highway Malpur,23.363623,73.468154
134,Arvalli,Meghraj,"MEGHRAJ POLICE STATION,MAMLATDAR OFFICE COMPUND, Meghraj DIST-
Arvalli",23.500657,73.513344
135,Arvalli,Modasa Rural,"MODASA RURAL POLICE STATION , Opp. SABALPUR Court Ta-Modasa District-
Arvalli",23.468618,73.28665
136,Arvalli,Modasa Town,Opp.BSNL office Tal. Modasa Dist. Arvalli,23.464603,73.296647
137,Arvalli,Samalaji,"SHAMLAJI POLICE STATION , TA-BHILODA Distrcit-ARVALLI",23.691082,73.388006
138,Arvalli,Sathamba,Nr.Bus Stand Tal.Bayad,23.172262,73.328094
139,Arvalli,Mahila,Opp.BSNL office Tal. Modasa Dist. Arvalli,23.464603,73.301339
140,Banaskantha,Agathala,"Aagthala Police Station,Deesa Tharad National Highway,Aagthala.Ta-Deesa.",24.299063,71.883637
141,Banaskantha,Ambaji,"Ambaji Police Station,Opp-Tv Kendra,Hadad Road,Ambaji.Ta-Danta",24.330751,72.851361
142,Banaskantha,Amirgadh,"Amirgadh Police Station,Nr.Amirgadh Railway Station,Amirgadh.Ta-Amirgadh",24.399749,72.645526
143,Banaskantha,Bhabhar,"Bhabhar Police Station,Old Bus Stand Road,Bhabhar.Ta-Bhabhat",24.067173,71.599585
144,Banaskantha,Bhildi,"Bhildi Police Station,B/H Bus Stand,Bhildi.Ta-Deesa",24.191328,72.010501
145,Banaskantha,Chhapi,"Chhapi Police Station,Nr.Railway Fatak,Chhapi.Ta-Vadgam",24.029719,72.400285
146,Banaskantha,Danta,"Danta Police Station,Palanpur-Ambaji Road,Danta.Ta-Danta",24.185403,72.76124
147,Banaskantha,Deesa Rural,"Deesa Rural Police Station,Near Jalaram Temple,Opp.Deesa Bus Station,
Deesa.Tal-Deesa",24.262024,72.184818
148,Banaskantha,Deesa South,"Deesa City South Police Sta(cid:415)on,Main Bazaar,Deesa.Ta-Deesa",24.256059,72.176041
149,Banaskantha,Deodar,"Deodar Police Sta(cid:415)on,Nr.Post Office,Deodar.Tal-Deodar",24.109036,71.775579
150,Banaskantha,Dhanera,"Dhanera Police Station,Nr.Mamlatdar Office,Dhanera.Ta-Dhanera",24.512542,72.022368
151,Banaskantha,Gadh,"Gadh Police Station,Nr.Iirigation Colony,Gadh.Ta-Palanpur",24.128435,72.270665
152,Banaskantha,Hadad,"Hadad Police Station,Main Bazar,Hadad .Ta-Danta Pin-",24.269636,72.979741
153,Banaskantha,Mahila,"Mahila Police Station, Nr. DySP Office, DilKhusal Baugh, Palanpur",24.17641,72.443572
154,Banaskantha,Mavsari,"Mavsari Police Statoin,Mavsari.Ta-Vav Pin-",24.617525,71.372308
155,Banaskantha,Palanpur Taluka,"Palanpur Taluka Police Station,A'Bad-Delhi National Highway,Nr.Rto
Office,Palanpur.Ta-Palanpur",24.193231,72.437216
156,Banaskantha,Palanpur West,"Palanpur(West)Police Station,A'Bad-Delhi National Highway,Nr.Rto
Office,Palanpur.Ta-Palanpur",24.19351,72.437495
157,Banaskantha,Panthawada,"Panthavada Police Sta(cid:415)on,At & Po-Panthavada.Ta-Dan(cid:415)vada",24.494065,72.300994
158,Banaskantha,Shihori,"Shihori Police Station,Bus Stand Road,Shihori.Ta-Kankrej",24.039701,71.940812
159,Banaskantha,Suigam,"Suigam Police Station,Custom Road,Suigam,Ta-Vav",24.156295,71.35506
160,Banaskantha,Thara,"Thara Police Station,Opp.Petrol Pump,Palanpur Radhanpur National
Highway,Thara.Ta-Kankrej.",23.970524,71.827758
161,Banaskantha,Tharad,"Tharad Police Station,Opp.Post Office,Tharad.Ta-Tharad",24.392869,71.626202
162,Banaskantha,Vadgam,"Vadgam Police Station,Opp.Mamlatdar Office,At&Po.Vadgam.Ta-Vadgam",24.085433,72.488508
163,Banaskantha,Vav,"Vav Police Station,Tharad-Suigam National Highway,Vav.Ta-Vav",24.360157,71.517013
164,Banaskantha,Deesa North,"Deesa City(North) Police Station,Old Mamlatdar Office Building,Nr.Deesa Bus
Stand,Deesa.Ta-Deesa",24.258694,72.183886
165,Banaskantha,Dantiwada,old hospital building government hospital. Dantiwada Ta- Dantiwada,24.352247,72.328586
166,Banaskantha,Palanpur East,"Palanpur City(East) Police Station, Dilkhushal Bag,Kamalpura,Palanpur.Ta-
Palanpur",24.176685,72.443808
167,Bharuch,Amod,Amod Police Station,21.988995,72.86884
168,Bharuch,Ankleshwar City,"Chauta Bajar, Near Nagarpalika Dispencery",21.634222,72.987853
169,Bharuch,Ankleshwar GIDC,"Ankleshwar GIDC Police Station, Behind Lions School, Nr. Centre Point,
Ankleshwar GIDC",21.61014,73.022077
170,Bharuch,Ankleshwar Rural,"Ankleshwar Rular police ,Station near civil court , B/H S. A. Moters Ankleshwar
393002",21.628084,73.008747
171,Bharuch,Bharuch Rural,"Makatamput Zadeshwar Road, Near G.E.B. Bharuch",21.708727,73.008611
172,Bharuch,City A Div.,"Soneri Mahel ""A' Division Police station Bharuch",21.697072,72.987131
173,Bharuch,City B Div.,"Limdi Chok, Bharuch",21.6917,72.9746
174,Bharuch,City C Div.,Makatampur Zadeshwar Road Near GEB Bharuch,21.706718,73.008045
175,Bharuch,Dahej,"Near Harsiddhi Mata Mandir , Dahej",21.714024,72.583167
176,Bharuch,Dahej Marin,AT-POST- LUVARA TA-VAGRA DI-BHARUCH,21.676969,72.54901
177,Bharuch,Hansot,"HANSOT POLICE STATION, KANTIYAJAL TRAN RASTA NEAR, SURAT ROAD TA.
HANSOT dIST- BHARUCH",21.586558,72.810452
178,Bharuch,Jambusar,Cort Darvaja Near Jambusar Police Station Ta.Jambusar Dist.Bharuch,22.053258,72.801325
179,Bharuch,Kavi,AT&PO-KAVI TA-JAMBUSAR PIN.NO-392170,22.195321,72.636124
180,Bharuch,Mahila,Soneri Mahel Mahila Police station Bharuch,21.697068,72.986932
181,Bharuch,Nabipur,NABIPUR POLICESTATION AT & PO. NABIPUR TA. & DI. BHARUCH,21.811417,73.032454
182,Bharuch,Netrang,NETRANG POLICE STATION,21.638245,73.365131
183,Bharuch,Palej,"N/H - 8 ,Near Palej over bridge, Palej Police Station",21.922379,73.080551
184,Bharuch,Umalla,"Umalla Police Station, Nava Faliya, Umalla",21.792986,73.298427
185,Bharuch,Vagara,vagra police station near.gaytree tempal ta.vagra dis.bharuch,21.842817,72.843578
186,Bharuch,Valiya,VALIAYA,21.568687,73.157758
187,Bharuch,Vedach,At post VEDACH Ta Jambusar dist Bharuch,22.143878,72.835831
188,Bharuch,Zaghadiya,sultanpura jhagadiy police station,21.71609,73.15261
189,Bharuch,Rajpardi,"Khadi faliyu,Rajpardi police station",21.77499,73.219386
190,Bhavnagar,A Div.(Nilambaug),Jail road Bhavnagar,21.76611,72.13921
191,Bhavnagar,Alang,Alang Trapaj Road Gitanjali Chokdi,21.417144,72.160412
192,Bhavnagar,Alang Marin,Manhar Trapaj Road Gitanjali Chokdi,21.683491,72.282077
193,Bhavnagar,B Div.(Ghogha Road),Ghogha Road Bhavnagar,21.77227,72.150091
194,Bhavnagar,Bagdana,At.Bagdana Dist.Bhavnagar,21.321307,71.827538
195,Bhavnagar,Bhavnagar Port,Nava Banadra Bhavnagar,21.7716,72.1458
196,Bhavnagar,C Div. (Gangajaliya),Nr. SP Ofc Navapara Bhavnagar,21.77284,72.150492
197,Bhavnagar,D Div. (Bortalav),Nr RTO Ofc Gadhechi Vadla Bortalav Bhavnagar,21.764522,72.152016
198,Bhavnagar,Datha,Vi. Datha,21.192915,71.957134
199,Bhavnagar,Gariadhar,Vi. Gariyadhar,21.441551,71.576854
200,Bhavnagar,Ghogha,Vi. Ghogha,21.687114,72.27221
201,Bhavnagar,Jesar,Savarkundla Jesar Highway,21.368179,71.666779
202,Bhavnagar,Khuntwada,Vi. Khuntvada,21.190679,71.647378
203,Bhavnagar,Mahila,Nr Juni Police Line Navapara Bhavnagar,21.77221,72.149986
204,Bhavnagar,Mahuva,Bagicha chok Mahuva,21.092316,71.769242
205,Bhavnagar,Palitana Rural,Hathiyadhar Palitana,21.531152,71.831271
206,Bhavnagar,Palitana Town,Hathiyadhar Palitana,21.529378,71.830013
207,Bhavnagar,Shihor,Vadla Chowk Bhavnagar rajkot Highway Sihor,21.716516,71.958777
208,Bhavnagar,Songadh,Palitana Road Songadh,21.707963,71.885565
209,Bhavnagar,Talaja,Sartanpar Road Talaja,21.351239,72.039657
210,Bhavnagar,Umarala,"Opp, Bus Stand Umrala",21.845217,71.802107
211,Bhavnagar,Vallabhipur,Dhandhuka Vallbhipur Highway Hariom Nagar,21.891328,71.878588
212,Bhavnagar,Vartej,"Vartej Bhavnagar Highway Road,Bhavnagar",21.741922,72.063006
213,Bhavnagar,Velavadar Bhal,At.Velavadar Bhal Dist.Bhavnagar,22.041151,72.015528
214,Bhavnagar,Bharatnagar,Nr. Shak-Market Bharatnagar,21.7595,72.157953
215,Botad,Barvala,"Bhavnagar Road,Khodiyar Mandir Near,Barwala",22.154982,71.896618
216,Botad,Botad,"Sarkari High School Same ,Station Road,Botad",22.174813,71.665669
217,Botad,Dhasa,"Dasha Gam Char Rasta,Gadhada Road,Dasha",21.806367,71.51452
218,Botad,Gadhada,"M.M. Highs School, Char Rasta,Gadhada",21.96989,71.577971
219,Botad,Paliyad,"Babarkot Chokadi ,Ranpur Road,Paliyad",22.262757,71.571231
220,Botad,Ranpur,"Meghaninagar,Maldhari Chock,Modan Complex Same,Ranpur",22.353325,71.714517
221,Botad,Mahila,"Sarkari High School Same,Station Road,Botad",22.174429,71.663534
222,Chhotaudepur,Bodeli,BODELI PO.STN MAIN BAJAAR,22.27145,73.71652
223,Chhotaudepur,Chhotaudepur,CHOTA UDEPUR P.STN CHOTA UDEPUR TOWN,22.312403,74.013466
224,Chhotaudepur,Jetpurpavi,JETPUR PO. STN OPPOSITE TIN BATTI MATAJINA MANDIR,22.344856,73.84263
225,Chhotaudepur,Kadwal,KADVAL P.STN . NEAR BAALMANDIR,22.486115,73.767225
226,Chhotaudepur,Karali,KARALI P. STN KARALI TOWN UNDVA FALIYU,22.204939,73.846053
227,Chhotaudepur,Kwant,KAWANT P . STN KAWANT TOWN,22.090664,74.056177
228,Chhotaudepur,Naswadi,NASVADI P. STN Nr GOVT HOSPITAL,22.048824,73.732083
229,Chhotaudepur,Rangpur,RANGPUR P.STN RANGPUR TOWN,22.37534,74.16787
230,Chhotaudepur,Sankheda,SANKHEDA P. STN OPP OLD MAMLATDAR OFFICE,22.16923,73.576689
231,Chhotaudepur,Panvad,PANVAD P . STN PANVAD VILLAGE,22.207941,74.035102
232,Chhotaudepur,Mahila,"Old Town Police Station, Nr.Lake, Chhotaudepur",22.303689,74.016097
233,Dahod,Dahod Rural,Godhara Road Rabdal Dahod,22.831293,74.22799
234,Dahod,Dahod Town,PHQ Dahod,22.83898,74.25941
235,Dahod,Devgadh Baria,Behind Bus Satand Opp. Court Devgadh Bariya,22.70101,73.91569
236,Dahod,Dhanpur,Nr. Mamaldar Office Dhanpur,22.63629,74.098563
237,Dahod,Fatepura,Nr. Bank Of Baroda Patvel Road Fatepura,23.2593,74.0395
